run,epoch,lr,bs,loss,cw,balance,arch,seed,eval_loss,macro_f1,accuracy,r_supp,r_neut,r_opp,cm
large_len256,0,0.0002,16,ce,effnum,over,lora,42,0.5007903575897217,0.7181501985377222,0.8734693877551021,0.5960264900662252,0.9430331023864511,0.5333333333333333,"[[180, 122, 0], [81, 2450, 67], [13, 120, 152]]"
large_len256,1.0,0.0002,16,ce,effnum,over,lora,42,0.45681333541870117,0.7496877650313819,0.8565149136577708,0.8807947019867549,0.8645111624326405,0.7578947368421053,"[[266, 33, 3], [209, 2246, 143], [17, 52, 216]]"
large_len256,2.0,0.0002,16,ce,effnum,over,lora,42,0.5209553241729736,0.7957261108075708,0.9023547880690738,0.7086092715231788,0.945342571208622,0.7157894736842105,"[[214, 87, 1], [59, 2456, 83], [9, 72, 204]]"
large_len256,3.0,0.0002,16,ce,effnum,over,lora,42,0.6056112051010132,0.7753495853921705,0.8960753532182104,0.695364238410596,0.9491916859122402,0.624561403508772,"[[210, 91, 1], [65, 2466, 67], [9, 98, 178]]"
large_len256,4.0,0.0002,16,ce,effnum,over,lora,42,0.6834486722946167,0.7835189103055442,0.899215070643642,0.6854304635761589,0.949576597382602,0.6666666666666666,"[[207, 93, 2], [59, 2467, 72], [9, 86, 190]]"
large_len256,5.0,0.0002,16,ce,effnum,over,lora,42,0.7002631425857544,0.7887148309334657,0.9001569858712716,0.7019867549668874,0.947267128560431,0.6807017543859649,"[[212, 88, 2], [66, 2461, 71], [7, 84, 194]]"
large_len256,5.0,0.0002,16,ce,effnum,over,lora,42,0.5209553241729736,0.7957261108075708,0.9023547880690738,0.7086092715231788,0.945342571208622,0.7157894736842105,"[[214, 87, 1], [59, 2456, 83], [9, 72, 204]]"
large_len384,0,0.0002,8,ce,effnum,over,lora,42,0.5007903575897217,0.7181501985377222,0.8734693877551021,0.5960264900662252,0.9430331023864511,0.5333333333333333,"[[180, 122, 0], [81, 2450, 67], [13, 120, 152]]"
large_len384,1.0,0.0002,8,ce,effnum,over,lora,42,0.5819782614707947,0.7484882835970543,0.8549450549450549,0.8509933774834437,0.8629715165511932,0.7859649122807018,"[[257, 42, 3], [201, 2242, 155], [14, 47, 224]]"
large_len384,2.0,0.0002,8,ce,effnum,over,lora,42,0.598458468914032,0.7870733840756367,0.8948194662480377,0.7350993377483444,0.9330254041570438,0.7157894736842105,"[[222, 78, 2], [85, 2424, 89], [7, 74, 204]]"
large_len384,3.0,0.0002,8,ce,effnum,over,lora,42,0.7009033560752869,0.7840190300771939,0.893563579277865,0.7450331125827815,0.9314857582755967,0.7052631578947368,"[[225, 75, 2], [83, 2420, 95], [10, 74, 201]]"
large_len384,4.0,0.0002,8,ce,effnum,over,lora,42,0.7447449564933777,0.7858280109333409,0.8970172684458398,0.7350993377483444,0.9399538106235565,0.6771929824561403,"[[222, 78, 2], [78, 2442, 78], [9, 83, 193]]"
large_len384,4.0,0.0002,8,ce,effnum,over,lora,42,0.598458468914032,0.7870733840756367,0.8948194662480377,0.7350993377483444,0.9330254041570438,0.7157894736842105,"[[222, 78, 2], [85, 2424, 89], [7, 74, 204]]"
large_len256_lr1e4,0,0.0001,16,ce,effnum,over,lora,42,0.5007903575897217,0.7181501985377222,0.8734693877551021,0.5960264900662252,0.9430331023864511,0.5333333333333333,"[[180, 122, 0], [81, 2450, 67], [13, 120, 152]]"
large_len256_lr1e4,1.0,0.0001,16,ce,effnum,over,lora,42,0.44084712862968445,0.749231697968827,0.8562009419152277,0.8576158940397351,0.8648960739030023,0.775438596491228,"[[259, 40, 3], [202, 2247, 149], [16, 48, 221]]"
large_len256_lr1e4,2.0,0.0001,16,ce,effnum,over,lora,42,0.47385042905807495,0.7710653619377755,0.880690737833595,0.7748344370860927,0.9091608929946112,0.7333333333333333,"[[234, 65, 3], [115, 2362, 121], [9, 67, 209]]"
large_len256_lr1e4,3.0,0.0001,16,ce,effnum,over,lora,42,0.5713651180267334,0.7731237240574971,0.8854003139717426,0.7317880794701986,0.9214780600461894,0.7192982456140351,"[[221, 79, 2], [88, 2394, 116], [8, 72, 205]]"
large_len256_lr1e4,4.0,0.0001,16,ce,effnum,over,lora,42,0.613898515701294,0.7802482657004131,0.8904238618524333,0.7384105960264901,0.9272517321016166,0.7157894736842105,"[[223, 77, 2], [91, 2409, 98], [9, 72, 204]]"
large_len256_lr1e4,4.0,0.0001,16,ce,effnum,over,lora,42,0.613898515701294,0.7802482657004131,0.8904238618524333,0.7384105960264901,0.9272517321016166,0.7157894736842105,"[[223, 77, 2], [91, 2409, 98], [9, 72, 204]]"
large_len256_s1,0,0.0002,16,ce,effnum,over,lora,1,0.5007903575897217,0.7181501985377222,0.8734693877551021,0.5960264900662252,0.9430331023864511,0.5333333333333333,"[[180, 122, 0], [81, 2450, 67], [13, 120, 152]]"
large_len256_s1,1.0,0.0002,16,ce,effnum,over,lora,1,0.4408518075942993,0.752297735052264,0.8596546310832025,0.8013245033112583,0.8729792147806005,0.8,"[[242, 58, 2], [138, 2268, 192], [10, 47, 228]]"
large_len256_s1,2.0,0.0002,16,ce,effnum,over,lora,1,0.5202401280403137,0.7829372510815503,0.8907378335949765,0.7781456953642384,0.9249422632794457,0.6982456140350877,"[[235, 67, 0], [92, 2403, 103], [9, 77, 199]]"
large_len256_s1,3.0,0.0002,16,ce,effnum,over,lora,1,0.6475059390068054,0.7831045979875234,0.8913657770800628,0.7483443708609272,0.9276366435719784,0.712280701754386,"[[226, 76, 0], [84, 2410, 104], [8, 74, 203]]"
large_len256_s1,4.0,0.0002,16,ce,effnum,over,lora,1,0.6994339823722839,0.7851237618134733,0.8976452119309262,0.7052980132450332,0.9445727482678984,0.6736842105263158,"[[213, 89, 0], [67, 2454, 77], [7, 86, 192]]"
large_len256_s1,4.0,0.0002,16,ce,effnum,over,lora,1,0.6994339823722839,0.7851237618134733,0.8976452119309262,0.7052980132450332,0.9445727482678984,0.6736842105263158,"[[213, 89, 0], [67, 2454, 77], [7, 86, 192]]"
large_len256_s2,0,0.0002,16,ce,effnum,over,lora,2,0.5007903575897217,0.7181501985377222,0.8734693877551021,0.5960264900662252,0.9430331023864511,0.5333333333333333,"[[180, 122, 0], [81, 2450, 67], [13, 120, 152]]"
large_len256_s2,1.0,0.0002,16,ce,effnum,over,lora,2,0.46705129742622375,0.75901130284432,0.8656200941915227,0.7748344370860927,0.8829869130100076,0.8035087719298246,"[[234, 65, 3], [107, 2294, 197], [8, 48, 229]]"
large_len256_s2,2.0,0.0002,16,ce,effnum,over,lora,2,0.5067268013954163,0.7753946900652835,0.8875981161695448,0.7483443708609272,0.9253271747498075,0.6912280701754386,"[[226, 75, 1], [104, 2404, 90], [8, 80, 197]]"
large_len256_s2,3.0,0.0002,16,ce,effnum,over,lora,2,0.6602689027786255,0.7743853094347894,0.8919937205651491,0.7086092715231788,0.9399538106235565,0.6491228070175439,"[[214, 87, 1], [92, 2442, 64], [7, 93, 185]]"
large_len256_s2,4.0,0.0002,16,ce,effnum,over,lora,2,0.7334056496620178,0.7673947277718436,0.8882260596546311,0.6821192052980133,0.9364896073903002,0.6666666666666666,"[[206, 95, 1], [82, 2433, 83], [8, 87, 190]]"
large_len256_s2,4.0,0.0002,16,ce,effnum,over,lora,2,0.5067268013954163,0.7753946900652835,0.8875981161695448,0.7483443708609272,0.9253271747498075,0.6912280701754386,"[[226, 75, 1], [104, 2404, 90], [8, 80, 197]]"
